""	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Probes"	"Symbol"	"Ensembl_id"	"Biotype1"	"Biotype2"	"Synonyms"	"Platform"
"213265_at"	0.361	0.169	1.39207519	-5.624057	0.156	"213265_at"	"PGA5"	"ENSG00000256713"	"gene"	"protein_coding"	"PGA5"	"GPL570"
"214893_x_at"	0.362	0.169	-1.39024106	-5.6265223	-0.0653	"214893_x_at"	"HCN2"	"ENSG00000099822"	"gene"	"protein_coding"	"HCN2"	"GPL570"
"202075_s_at"	0.361	0.169	1.39232361	-5.6237229	0.0974	"202075_s_at"	"PLTP"	"ENSG00000100979"	"gene"	"protein_coding"	"PLTP"	"GPL570"
"220514_at"	0.361	0.169	1.39163853	-5.6246442	0.0812	"220514_at"	"AC131971.1"	"ENSG00000183562|ENST00000332881"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC131971.1|AC131971.1-201"	"GPL570"
"218261_at"	0.361	0.169	-1.39073418	-5.6258598	-0.0868	"218261_at"	"AP1M2"	"ENSG00000129354"	"gene"	"protein_coding"	"AP1M2"	"GPL570"
"1553192_at"	0.361	0.169	1.39082712	-5.6257349	0.0971	"1553192_at"	"ZNF441"	"ENSG00000197044"	"gene"	"protein_coding"	"ZNF441"	"GPL570"
"213285_at"	0.363	0.17	1.38687089	-5.6310443	0.111	"213285_at"	"TMEM30B"	"ENSG00000182107"	"gene"	"protein_coding"	"TMEM30B"	"GPL570"
"232448_at"	0.363	0.17	-1.3871064	-5.6307287	-0.0588	"232448_at"	"LINC00543"	"ENSG00000260704|ENST00000567234"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC00543|LINC00543-201"	"GPL570"
"211908_x_at"	0.362	0.17	-1.38912552	-5.6280203	-0.103	"211908_x_at"	"IGHJ4"	"ENSG00000240041"	"gene"	"IG_J_gene"	"IGHJ4"	"GPL570"
"230577_at"	0.362	0.17	-1.38912682	-5.6280185	-0.0593	"230577_at"	"LINC00844"	"ENST00000657547|ENST00000667734|ENST00000432535|ENST00000654311|ENST00000660129|ENST00000661278|ENST00000666160|ENSG00000237949|ENST00000660389|ENST00000666624|ENST00000661888|ENST00000661129|ENST00000657805|ENST00000653466|ENST00000669076"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LINC00844-204|LINC00844-213|LINC00844-201|LINC00844-203|LINC00844-206|LINC00844-209|LINC00844-211|LINC00844|LINC00844-207|LINC00844-212|LINC00844-210|LINC00844-208|LINC00844-205|LINC00844-202|LINC00844-214"	"GPL570"
"205729_at"	0.363	0.17	1.38773175	-5.6298902	0.0679	"205729_at"	"OSMR"	"ENSG00000145623"	"gene"	"protein_coding"	"OSMR"	"GPL570"
"212169_at"	0.362	0.17	1.38974767	-5.627185	0.121	"212169_at"	"FKBP9"	"ENSG00000122642"	"gene"	"protein_coding"	"FKBP9"	"GPL570"
"1552889_a_at"	0.363	0.17	-1.38658725	-5.6314245	-0.0686	"1552889_a_at"	"EXOC3L2"	"ENSG00000283632"	"gene"	"protein_coding"	"EXOC3L2"	"GPL570"
"227207_x_at"	0.363	0.17	-1.38701114	-5.6308564	-0.0749	"227207_x_at"	"ZNF213"	"ENSG00000085644|ENST00000574928"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"ZNF213|ZNF213-207"	"GPL570"
"236092_at"	0.362	0.17	-1.3893314	-5.6277439	-0.096	"236092_at"	"AC004076.2"	"ENSG00000276449|ENST00000620532"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC004076.2|AC004076.2-201"	"GPL570"
"1561021_at"	0.362	0.17	-1.38915279	-5.6279837	-0.0426	"1561021_at"	"AC040174.1"	"ENSG00000261502|ENST00000563003"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC040174.1|AC040174.1-201"	"GPL570"
"203196_at"	0.362	0.17	1.38828202	-5.6291522	0.196	"203196_at"	"ABCC4"	"ENSG00000125257"	"gene"	"protein_coding"	"ABCC4"	"GPL570"
"207578_s_at"	0.362	0.17	-1.38866781	-5.6286346	-0.0572	"207578_s_at"	"HTR4"	"ENSG00000164270"	"gene"	"protein_coding"	"HTR4"	"GPL570"
"206251_s_at"	0.363	0.17	-1.38768679	-5.6299505	-0.0579	"206251_s_at"	"AVPR1A"	"ENSG00000166148"	"gene"	"protein_coding"	"AVPR1A"	"GPL570"
"1570219_at"	0.362	0.17	-1.38956847	-5.6274256	-0.0685	"1570219_at"	"AL139241.1"	"ENSG00000230928|ENST00000433374"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AL139241.1|AL139241.1-201"	"GPL570"
"220058_at"	0.363	0.17	1.3869365	-5.6309564	0.12	"220058_at"	"GID4"	"ENSG00000141034"	"gene"	"protein_coding"	"GID4"	"GPL570"
"222957_at"	0.362	0.17	-1.38909353	-5.6280632	-0.0616	"222957_at"	"NEU4"	"ENSG00000204099|ENST00000618597"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"NEU4|NEU4-217"	"GPL570"
"223236_at"	0.362	0.17	1.38951854	-5.6274927	0.0769	"223236_at"	"NSRP1"	"ENSG00000126653"	"gene"	"protein_coding"	"NSRP1"	"GPL570"
"1561519_at"	0.362	0.17	1.38872399	-5.6285592	0.0551	"1561519_at"	"LINC02047"	"ENSG00000239454|ENST00000494761"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC02047|LINC02047-201"	"GPL570"
"1562719_at"	0.362	0.17	-1.38817943	-5.6292898	-0.0585	"1562719_at"	"LINC01676"	"ENST00000594455|ENST00000624229|ENSG00000230768|ENST00000600656|ENST00000652819|ENST00000597635|ENST00000595309|ENST00000624898|ENST00000657035|ENST00000624083|ENST00000624780|ENST00000420901|ENST00000659994|ENST00000669362|ENST00000610126|ENST00000669135|ENST00000597752|ENST00000624489|ENST00000623447|ENST00000654698|ENST00000435253|ENST00000661746"	"lnc_RNA|lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LINC01676-203|LINC01676-212|LINC01676|LINC01676-207|LINC01676-216|LINC01676-205|LINC01676-204|LINC01676-215|LINC01676-218|LINC01676-211|LINC01676-214|LINC01676-201|LINC01676-219|LINC01676-222|LINC01676-208|LINC01676-221|LINC01676-206|LINC01676-213|LINC01676-210|LINC01676-217|LINC01676-202|LINC01676-220"	"GPL570"
"1553074_at"	0.363	0.171	-1.38606881	-5.632119	-0.0669	"1553074_at"	"ASB11"	"ENSG00000165192"	"gene"	"protein_coding"	"ASB11"	"GPL570"
"221683_s_at"	0.364	0.171	1.38344574	-5.6356296	0.152	"221683_s_at"	"CEP290"	"ENSG00000198707|ENST00000676363|ENST00000675628"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"CEP290|CEP290-232|CEP290-223"	"GPL570"
"1555445_at"	0.364	0.171	-1.38461901	-5.6340601	-0.0712	"1555445_at"	"CA8"	"ENSG00000178538|ENST00000524872|ENST00000529918"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"CA8|CA8-202|CA8-204"	"GPL570"
"238278_at"	0.364	0.171	1.38503383	-5.6335049	0.054	"238278_at"	"LINC00415"	"ENSG00000231983|ENST00000439079"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC00415|LINC00415-201"	"GPL570"
"1554782_at"	0.363	0.171	-1.38646574	-5.6315873	-0.0705	"1554782_at"	"KLHL30"	"ENSG00000279484|ENST00000623136"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"KLHL30-AS1|KLHL30-AS1-201"	"GPL570"
"201292_at"	0.364	0.171	1.38457623	-5.6341174	0.0876	"201292_at"	"TOP2A"	"ENSG00000131747"	"gene"	"protein_coding"	"TOP2A"	"GPL570"
"243083_at"	0.364	0.171	-1.38440067	-5.6343523	-0.0944	"243083_at"	"AC006455.5"	"ENSG00000230000|ENST00000456890|ENST00000666203|ENST00000615248|ENST00000665107|ENST00000618600"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|retained_intron|lncRNA|lncRNA|lncRNA|lncRNA"	"AC006455.5|AC006455.5-201|AC006455.5-204|AC006455.5-202|AC006455.5-205|AC006455.5-203"	"GPL570"
"37892_at"	0.364	0.171	-1.3853077	-5.6331383	-0.0673	"37892_at"	"COL11A1"	"ENSG00000060718"	"gene"	"protein_coding"	"COL11A1"	"GPL570"
"1563696_at"	0.363	0.171	-1.38576742	-5.6325227	-0.0601	"1563696_at"	"HSD17B4"	"ENST00000518349|ENST00000520244|ENSG00000133835|ENST00000515235|ENST00000522415"	"lnc_RNA|lnc_RNA|gene|lnc_RNA|lnc_RNA"	"processed_transcript|processed_transcript|protein_coding|retained_intron|processed_transcript"	"HSD17B4-221|HSD17B4-224|HSD17B4|HSD17B4-219|HSD17B4-225"	"GPL570"
"211762_s_at"	0.363	0.171	1.38642471	-5.6316422	0.0624	"211762_s_at"	"ARHGAP27P1"	"ENSG00000215769|ENST00000578492"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"ARHGAP27P1-BPTFP1-KPNA2P3|ARHGAP27P1-BPTFP1-KPNA2P3-201"	"GPL570"
"218902_at"	0.363	0.171	1.38605112	-5.6321427	0.133	"218902_at"	"NOTCH1"	"ENSG00000148400|ENST00000680003|ENST00000679969"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron"	"NOTCH1|NOTCH1-207|NOTCH1-206"	"GPL570"
"1564819_at"	0.364	0.171	-1.38498567	-5.6335694	-0.0533	"1564819_at"	"AC078880.2"	"ENSG00000257726|ENST00000547948"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC078880.2|AC078880.2-201"	"GPL570"
"226912_at"	0.364	0.171	1.38500322	-5.6335459	0.145	"226912_at"	"ZDHHC23"	"ENST00000488129|ENSG00000184307"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"ZDHHC23-203|ZDHHC23"	"GPL570"
"210416_s_at"	0.364	0.171	1.38491824	-5.6336596	0.0882	"210416_s_at"	"AC136944.3"	"ENST00000568520"	"lnc_RNA"	"processed_transcript"	"AC136944.3-201"	"GPL570"
"221706_s_at"	0.364	0.171	-1.38467543	-5.6339846	-0.0668	"221706_s_at"	"USE1"	"ENSG00000053501"	"gene"	"protein_coding"	"USE1"	"GPL570"
"230898_at"	0.363	0.171	1.38564148	-5.6326914	0.0811	"230898_at"	"AL133215.2"	"ENSG00000273162|ENST00000609242"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AL133215.2|AL133215.2-201"	"GPL570"
"205892_s_at"	0.363	0.171	-1.38575493	-5.6325394	-0.0574	"205892_s_at"	"FABP1"	"ENSG00000163586|ENST00000495375|ENST00000472846"	"gene|lnc_RNA|lnc_RNA"	"protein_coding|processed_transcript|retained_intron"	"FABP1|FABP1-204|FABP1-203"	"GPL570"
"231969_at"	0.364	0.171	-1.38383983	-5.6351025	-0.0555	"231969_at"	"STOX2"	"ENSG00000173320"	"gene"	"protein_coding"	"STOX2"	"GPL570"
"241053_at"	0.363	0.171	-1.3862381	-5.6318922	-0.0821	"241053_at"	"AC007365.1"	"ENSG00000226756|ENST00000439964"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC007365.1|AC007365.1-201"	"GPL570"
"227641_at"	0.363	0.171	-1.38617971	-5.6319705	-0.116	"227641_at"	"FBXL16"	"ENST00000562648|ENSG00000127585"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"FBXL16-205|FBXL16"	"GPL570"
"226545_at"	0.365	0.172	1.3826802	-5.6366529	0.112	"226545_at"	"CD109"	"ENSG00000156535"	"gene"	"protein_coding"	"CD109"	"GPL570"
"244743_x_at"	0.365	0.172	1.38253303	-5.6368496	0.177	"244743_x_at"	"ZNF138"	"ENSG00000197008|ENST00000430838"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"ZNF138|ZNF138-203"	"GPL570"
"243159_x_at"	0.366	0.172	1.38061632	-5.6394092	0.0501	"243159_x_at"	"MYO10"	"ENSG00000145555"	"gene"	"protein_coding"	"MYO10"	"GPL570"
"238639_x_at"	0.365	0.172	-1.38230438	-5.6371551	-0.0634	"238639_x_at"	"LINC01770"	"ENSG00000225285|ENST00000430109|ENST00000434150|ENST00000454562|ENST00000417917"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LINC01770|LINC01770-202|LINC01770-203|LINC01770-204|LINC01770-201"	"GPL570"
"213342_at"	0.365	0.172	-1.38152107	-5.6382014	-0.071	"213342_at"	"YAP1"	"ENST00000528834|ENSG00000137693"	"lnc_RNA|gene"	"processed_transcript|protein_coding"	"YAP1-206|YAP1"	"GPL570"
"239624_at"	0.365	0.172	-1.38118299	-5.6386528	-0.192	"239624_at"	"AC068279.2"	"ENSG00000287763|ENST00000664547"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC068279.2|AC068279.2-201"	"GPL570"
"204217_s_at"	0.365	0.172	1.38137899	-5.6383911	0.0989	"204217_s_at"	"RTN2"	"ENSG00000125744"	"gene"	"protein_coding"	"RTN2"	"GPL570"
"244130_at"	0.365	0.172	-1.3826553	-5.6366862	-0.0588	"244130_at"	"HTR2A"	"ENSG00000102468"	"gene"	"protein_coding"	"HTR2A"	"GPL570"
"230365_at"	0.365	0.172	-1.38138464	-5.6383836	-0.0624	"230365_at"	"LIN9"	"ENSG00000183814"	"gene"	"protein_coding"	"LIN9"	"GPL570"
"213031_s_at"	0.366	0.172	-1.37995826	-5.6402873	-0.0435	"213031_s_at"	"WDR73"	"ENST00000559994|ENST00000398528|ENST00000559015|ENST00000559126|ENST00000558608|ENSG00000177082"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|gene"	"retained_intron|processed_transcript|retained_intron|retained_intron|retained_intron|protein_coding"	"WDR73-213|WDR73-201|WDR73-207|WDR73-208|WDR73-206|WDR73"	"GPL570"
"233958_at"	0.366	0.172	1.38042831	-5.6396601	0.081	"233958_at"	"LINC02027"	"ENSG00000243694|ENST00000666491"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"LINC02027|LINC02027-204"	"GPL570"
"209646_x_at"	0.365	0.172	1.38215264	-5.6373578	0.069	"209646_x_at"	"ALDH1B1"	"ENSG00000137124"	"gene"	"protein_coding"	"ALDH1B1"	"GPL570"
"236504_x_at"	0.366	0.172	-1.38070073	-5.6392966	-0.0763	"236504_x_at"	"C6orf52"	"ENSG00000137434|ENST00000467832"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"C6orf52|C6orf52-205"	"GPL570"
"226067_at"	0.365	0.172	-1.38153433	-5.6381837	-0.0756	"226067_at"	"BPIFB1"	"ENSG00000125999"	"gene"	"protein_coding"	"BPIFB1"	"GPL570"
"208945_s_at"	0.365	0.172	1.38101272	-5.6388801	0.0641	"208945_s_at"	"BECN1"	"ENSG00000126581|ENST00000617806|ENST00000543382|ENST00000590185"	"gene|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|retained_intron|retained_intron"	"BECN1|BECN1-222|BECN1-203|BECN1-214"	"GPL570"
"204664_at"	0.366	0.172	-1.38035095	-5.6397634	-0.0843	"204664_at"	"ALPP"	"ENSG00000163283|ENST00000485563"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"ALPP|ALPP-203"	"GPL570"
"219298_at"	0.366	0.172	1.38006993	-5.6401383	0.16	"219298_at"	"ECHDC3"	"ENSG00000134463|ENST00000496136"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"ECHDC3|ECHDC3-205"	"GPL570"
"240349_at"	0.365	0.172	-1.38200739	-5.6375519	-0.0619	"240349_at"	"PRKAA2"	"ENSG00000162409"	"gene"	"protein_coding"	"PRKAA2"	"GPL570"
"217159_x_at"	0.366	0.172	-1.38004341	-5.6401737	-0.0795	"217159_x_at"	"SIGLEC7"	"ENSG00000168995|ENST00000599250"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"SIGLEC7|SIGLEC7-204"	"GPL570"
"230149_at"	0.365	0.172	-1.38275817	-5.6365487	-0.128	"230149_at"	"AC096586.1"	"ENSG00000272936|ENST00000610267"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC096586.1|AC096586.1-201"	"GPL570"
"223933_at"	0.366	0.173	-1.37942946	-5.6409925	-0.0754	"223933_at"	"KIF5A"	"ENST00000675737|ENSG00000155980|ENST00000675882"	"lnc_RNA|gene|lnc_RNA"	"retained_intron|protein_coding|retained_intron"	"KIF5A-218|KIF5A|KIF5A-220"	"GPL570"
"223862_at"	0.367	0.173	-1.37767743	-5.6433274	-0.103	"223862_at"	"GHRL"	"ENSG00000157017|ENST00000481287|ENST00000491589|ENST00000475759|ENST00000476283"	"gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"protein_coding|retained_intron|processed_transcript|processed_transcript|processed_transcript"	"GHRL|GHRL-214|GHRL-215|GHRL-212|GHRL-213"	"GPL570"
"221271_at"	0.367	0.173	-1.37704234	-5.6441731	-0.0755	"221271_at"	"IL21"	"ENSG00000138684|ENST00000647784"	"gene|lnc_RNA"	"protein_coding|processed_transcript"	"IL21|IL21-202"	"GPL570"
"215563_s_at"	0.366	0.173	-1.37879435	-5.6418393	-0.0715	"215563_s_at"	"MST1L"	"ENST00000455405"	"lnc_RNA"	"processed_transcript"	"MST1L-202"	"GPL570"
"206366_x_at"	0.367	0.173	1.37768711	-5.6433146	0.173	"206366_x_at"	"XCL2"	"ENSG00000143185"	"gene"	"protein_coding"	"XCL2"	"GPL570"
"232897_at"	0.366	0.173	-1.37897019	-5.6416049	-0.0896	"232897_at"	"LERFS"	"ENST00000438699|ENST00000669453|ENSG00000234665|ENST00000667498|ENST00000654225|ENST00000586625|ENST00000662817|ENST00000666775|ENST00000591993|ENST00000667349|ENST00000658257|ENST00000445604|ENST00000654882"	"lnc_RNA|lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LERFS-201|LERFS-218|LERFS|LERFS-217|LERFS-209|LERFS-204|LERFS-212|LERFS-215|LERFS-205|LERFS-216|LERFS-211|LERFS-202|LERFS-210"	"GPL570"
"226403_at"	0.367	0.173	1.37736377	-5.6437452	0.0982	"226403_at"	"TMC4"	"ENST00000611183|ENST00000613723|ENSG00000167608"	"lnc_RNA|lnc_RNA|gene"	"retained_intron|retained_intron|protein_coding"	"TMC4-205|TMC4-207|TMC4"	"GPL570"
"202111_at"	0.367	0.173	-1.37682761	-5.644459	-0.0621	"202111_at"	"SLC4A2"	"ENST00000469467|ENSG00000164889"	"lnc_RNA|gene"	"retained_intron|protein_coding"	"SLC4A2-208|SLC4A2"	"GPL570"
"244393_x_at"	0.367	0.173	-1.37707798	-5.6441257	-0.0718	"244393_x_at"	"AKR1E2"	"ENSG00000165568"	"gene"	"protein_coding"	"AKR1E2"	"GPL570"
"238054_at"	0.366	0.173	-1.37880217	-5.6418288	-0.0618	"238054_at"	"ADPRHL1"	"ENSG00000153531"	"gene"	"protein_coding"	"ADPRHL1"	"GPL570"
"225871_at"	0.367	0.173	-1.37804676	-5.6428355	-0.085	"225871_at"	"STEAP2"	"ENSG00000157214"	"gene"	"protein_coding"	"STEAP2"	"GPL570"
"204641_at"	0.367	0.173	1.37696991	-5.6442696	0.0788	"204641_at"	"NEK2"	"ENSG00000117650"	"gene"	"protein_coding"	"NEK2"	"GPL570"
"206736_x_at"	0.366	0.173	-1.37904353	-5.6415071	-0.0816	"206736_x_at"	"CHRNA4"	"ENST00000631289|ENSG00000101204|ENST00000463705|ENST00000467563"	"lnc_RNA|gene|lnc_RNA|lnc_RNA"	"retained_intron|protein_coding|processed_transcript|processed_transcript"	"CHRNA4-213|CHRNA4|CHRNA4-202|CHRNA4-203"	"GPL570"
"238732_at"	0.367	0.173	-1.37831779	-5.6424744	-0.0546	"238732_at"	"COL24A1"	"ENSG00000171502"	"gene"	"protein_coding"	"COL24A1"	"GPL570"
"207880_at"	0.367	0.173	-1.37741821	-5.6436727	-0.0957	"207880_at"	"ADAM11"	"ENSG00000073670"	"gene"	"protein_coding"	"ADAM11"	"GPL570"
"212392_s_at"	0.366	0.173	-1.37956548	-5.6408111	-0.0934	"212392_s_at"	"PDE4DIPP2"	"ENST00000637601"	"lnc_RNA"	"processed_transcript"	"PDE4DIPP2-202"	"GPL570"
"207176_s_at"	0.366	0.173	-1.37947926	-5.6409261	-0.0855	"207176_s_at"	"CD80"	"ENSG00000121594"	"gene"	"protein_coding"	"CD80"	"GPL570"
"221167_s_at"	0.367	0.174	1.37632201	-5.6451319	0.063	"221167_s_at"	"CCDC70"	"ENSG00000123171"	"gene"	"protein_coding"	"CCDC70"	"GPL570"
"1557598_at"	0.368	0.174	1.37432948	-5.6477815	0.0561	"1557598_at"	"AC005064.1"	"ENSG00000234715|ENST00000422488"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC005064.1|AC005064.1-201"	"GPL570"
"233164_x_at"	0.369	0.174	-1.37358835	-5.6487661	-0.116	"233164_x_at"	"SPATA6L"	"ENSG00000106686"	"gene"	"protein_coding"	"SPATA6L"	"GPL570"
"230812_at"	0.369	0.174	1.37368675	-5.6486354	0.0704	"230812_at"	"LINC00511"	"ENST00000648428|ENST00000648954|ENST00000649936|ENST00000649407|ENST00000453722|ENST00000650227|ENST00000648623|ENST00000649350|ENST00000650131|ENST00000649793|ENST00000649833|ENST00000649366|ENST00000649489|ENST00000647706|ENST00000649250|ENST00000648520|ENST00000647953|ENST00000648403|ENST00000649343|ENST00000650423|ENST00000648054|ENST00000650570|ENST00000650161|ENST00000649330|ENST00000580861|ENSG00000227036|ENST00000648631|ENST00000650419|ENST00000581801|ENST00000650476|ENST00000649614|ENST00000648088"	"lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LINC00511-238|LINC00511-250|LINC00511-277|LINC00511-263|LINC00511-201|LINC00511-290|LINC00511-243|LINC00511-261|LINC00511-283|LINC00511-274|LINC00511-275|LINC00511-262|LINC00511-266|LINC00511-221|LINC00511-255|LINC00511-240|LINC00511-225|LINC00511-236|LINC00511-260|LINC00511-296|LINC00511-226|LINC00511-304|LINC00511-284|LINC00511-258|LINC00511-210|LINC00511|LINC00511-244|LINC00511-295|LINC00511-214|LINC00511-297|LINC00511-271|LINC00511-228"	"GPL570"
"209301_at"	0.368	0.174	-1.37451988	-5.6475284	-0.184	"209301_at"	"CA2"	"ENSG00000104267"	"gene"	"protein_coding"	"CA2"	"GPL570"
"1556852_a_at"	0.367	0.174	-1.37654832	-5.6448307	-0.0529	"1556852_a_at"	"AC005920.1"	"ENSG00000247011|ENST00000501718"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC005920.1|AC005920.1-201"	"GPL570"
"1570098_at"	0.368	0.174	1.37471698	-5.6472665	0.0534	"1570098_at"	"AC073050.1"	"ENSG00000228222|ENST00000442316"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC073050.1|AC073050.1-201"	"GPL570"
"205749_at"	0.368	0.174	-1.3755659	-5.6461378	-0.0789	"205749_at"	"CYP1A1"	"ENSG00000140465"	"gene"	"protein_coding"	"CYP1A1"	"GPL570"
"1560412_at"	0.368	0.174	1.37399704	-5.6482232	0.0686	"1560412_at"	"LINC00539"	"ENSG00000224429|ENST00000661286|ENST00000661173|ENST00000664989|ENST00000659153|ENST00000655569|ENST00000434601|ENST00000657403|ENST00000608957|ENST00000664392|ENST00000423575"	"ncRNA_gene|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA|lnc_RNA"	"lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA|lncRNA"	"LINC00539|LINC00539-210|LINC00539-209|LINC00539-212|LINC00539-207|LINC00539-205|LINC00539-203|LINC00539-206|LINC00539-204|LINC00539-211|LINC00539-202"	"GPL570"
"243023_at"	0.367	0.174	1.37647799	-5.6449243	0.0958	"243023_at"	"AC124016.1"	"ENSG00000273156|ENST00000610058"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AC124016.1|AC124016.1-201"	"GPL570"
"204954_s_at"	0.367	0.174	-1.37603414	-5.6455149	-0.0852	"204954_s_at"	"DYRK1B"	"ENSG00000105204"	"gene"	"protein_coding"	"DYRK1B"	"GPL570"
"208184_s_at"	0.367	0.174	-1.37649273	-5.6449047	-0.0681	"208184_s_at"	"FP565260.6"	"ENSG00000280433|ENST00000623744"	"gene|lnc_RNA"	"protein_coding|retained_intron"	"FP565260.6|FP565260.6-202"	"GPL570"
"243328_at"	0.367	0.174	-1.37645181	-5.6449592	-0.0685	"243328_at"	"AL451123.1"	"ENSG00000285103|ENST00000645861"	"ncRNA_gene|lnc_RNA"	"lncRNA|lncRNA"	"AL451123.1|AL451123.1-202"	"GPL570"
"201314_at"	0.368	0.174	-1.37524137	-5.6465693	-0.073	"201314_at"	"STK25"	"ENST00000472181|ENST00000494699|ENST00000487962|ENSG00000115694"	"lnc_RNA|lnc_RNA|lnc_RNA|gene"	"processed_transcript|retained_intron|retained_intron|protein_coding"	"STK25-224|STK25-230|STK25-228|STK25"	"GPL570"
"204407_at"	0.368	0.174	1.37441824	-5.6476635	0.128	"204407_at"	"TTF2"	"ENSG00000116830"	"gene"	"protein_coding"	"TTF2"	"GPL570"
